nodeCount;linkCount;worldSizeInMeters;isConnected;seed;avgOutdegree;avgIndegree;avgDegree;avgPairwiseHops;maxPairwiseHops;avgHopCountToBasestation;medianHopCountToBasestation;hopCountToBasestationMax;transmissionRangeInMeters
101.0;3952.0;300.0;1.0;7.0;39.12871287128713;39.12871287128713;78.25742574257426;3.535049504950495;4.0;1.4455445544554455;1.0;2.0;130.92145654980484
101.0;4228.0;300.0;1.0;8.0;41.86138613861386;41.86138613861386;83.72277227722772;3.356039603960396;3.0;1.4257425742574257;1.0;2.0;130.92145654980484
101.0;4236.0;300.0;1.0;9.0;41.94059405940594;41.94059405940594;83.88118811881188;3.3607920792079207;4.0;1.3168316831683167;1.0;2.0;130.92145654980484
101.0;4174.0;300.0;1.0;10.0;41.32673267326733;41.32673267326733;82.65346534653466;3.3607920792079207;3.0;1.316831683168317;1.0;2.0;130.92145654980484
101.0;4016.0;300.0;1.0;1.0;39.76237623762376;39.76237623762376;79.52475247524752;3.4495049504950495;4.0;1.3366336633663367;1.0;2.0;130.92145654980484
101.0;4074.0;300.0;1.0;2.0;40.336633663366335;40.336633663366335;80.67326732673267;3.428910891089109;4.0;1.3465346534653466;1.0;2.0;130.92145654980484
101.0;4048.0;300.0;1.0;3.0;40.07920792079208;40.07920792079208;80.15841584158416;3.435247524752475;3.0;1.425742574257426;1.0;2.0;130.92145654980484
101.0;4260.0;300.0;1.0;4.0;42.17821782178218;42.17821782178218;84.35643564356435;3.3457425742574256;4.0;1.3366336633663365;1.0;2.0;130.92145654980484
101.0;4066.0;300.0;1.0;5.0;40.257425742574256;40.257425742574256;80.51485148514851;3.432871287128713;4.0;1.396039603960396;1.0;2.0;130.92145654980484
101.0;4092.0;300.0;1.0;6.0;40.51485148514851;40.51485148514851;81.02970297029702;3.414257425742574;4.0;1.396039603960396;1.0;2.0;130.92145654980484
101.0;3952.0;300.0;1.0;7.0;39.12871287128713;39.12871287128713;78.25742574257426;3.535049504950495;4.0;1.4455445544554455;1.0;2.0;130.92145654980484
101.0;4228.0;300.0;1.0;8.0;41.86138613861386;41.86138613861386;83.72277227722772;3.356039603960396;3.0;1.4257425742574257;1.0;2.0;130.92145654980484
101.0;4236.0;300.0;1.0;9.0;41.94059405940594;41.94059405940594;83.88118811881188;3.3607920792079207;4.0;1.316831683168317;1.0;2.0;130.92145654980484
101.0;4174.0;300.0;1.0;10.0;41.32673267326733;41.32673267326733;82.65346534653466;3.3607920792079207;3.0;1.3168316831683167;1.0;2.0;130.92145654980484
101.0;4016.0;300.0;1.0;1.0;39.76237623762376;39.76237623762376;79.52475247524752;3.4495049504950495;4.0;1.3366336633663367;1.0;2.0;130.92145654980484
101.0;4074.0;300.0;1.0;2.0;40.336633663366335;40.336633663366335;80.67326732673267;3.428910891089109;4.0;1.3465346534653466;1.0;2.0;130.92145654980484
101.0;4048.0;300.0;1.0;3.0;40.07920792079208;40.07920792079208;80.15841584158416;3.435247524752475;3.0;1.425742574257426;1.0;2.0;130.92145654980484
101.0;4260.0;300.0;1.0;4.0;42.17821782178218;42.17821782178218;84.35643564356435;3.3457425742574256;4.0;1.3366336633663365;1.0;2.0;130.92145654980484
101.0;4066.0;300.0;1.0;5.0;40.257425742574256;40.257425742574256;80.51485148514851;3.432871287128713;4.0;1.396039603960396;1.0;2.0;130.92145654980484
101.0;4092.0;300.0;1.0;6.0;40.51485148514851;40.51485148514851;81.02970297029702;3.414257425742574;4.0;1.396039603960396;1.0;2.0;130.92145654980484
101.0;3952.0;300.0;1.0;7.0;39.12871287128713;39.12871287128713;78.25742574257426;3.535049504950495;4.0;1.4455445544554455;1.0;2.0;130.92145654980484
101.0;4228.0;300.0;1.0;8.0;41.86138613861386;41.86138613861386;83.72277227722772;3.356039603960396;3.0;1.4257425742574257;1.0;2.0;130.92145654980484
101.0;4236.0;300.0;1.0;9.0;41.94059405940594;41.94059405940594;83.88118811881188;3.3607920792079207;4.0;1.316831683168317;1.0;2.0;130.92145654980484
101.0;4174.0;300.0;1.0;10.0;41.32673267326733;41.32673267326733;82.65346534653466;3.3607920792079207;3.0;1.3168316831683167;1.0;2.0;130.92145654980484
251.0;3498.0;900.0;1.0;1.0;13.936254980079681;13.936254980079681;27.872509960159363;10.107155378486055;12.0;3.8725099601593627;4.0;7.0;130.92145654980484
251.0;3922.0;900.0;1.0;2.0;15.625498007968128;15.625498007968128;31.250996015936256;9.52803187250996;12.0;3.5816733067729087;4.0;6.0;130.92145654980484
251.0;3844.0;900.0;1.0;3.0;15.314741035856574;15.314741035856574;30.62948207171315;9.531410358565736;11.0;3.5896414342629486;4.0;6.0;130.92145654980484
251.0;3704.0;900.0;1.0;4.0;14.756972111553784;14.756972111553784;29.51394422310757;9.291729083665338;12.0;3.48207171314741;4.0;6.0;130.92145654980484
251.0;3514.0;900.0;1.0;5.0;14.0;14.0;28.0;9.89985657370518;13.0;3.7091633466135456;4.0;7.0;130.92145654980484
251.0;3556.0;900.0;1.0;6.0;14.167330677290837;14.167330677290837;28.334661354581673;9.790342629482073;11.0;3.717131474103586;4.0;6.0;130.92145654980484
251.0;3506.0;900.0;1.0;7.0;13.96812749003984;13.96812749003984;27.93625498007968;10.010964143426294;12.0;3.832669322709163;4.0;6.0;130.92145654980484
251.0;3550.0;900.0;1.0;8.0;14.143426294820717;14.143426294820717;28.286852589641434;9.57609561752988;11.0;3.5776892430278884;4.0;6.0;130.92145654980484
251.0;3736.0;900.0;1.0;9.0;14.884462151394422;14.884462151394422;29.768924302788843;9.406788844621515;12.0;3.49800796812749;4.0;6.0;130.92145654980484
251.0;3578.0;900.0;1.0;10.0;14.254980079681275;14.254980079681275;28.50996015936255;9.691474103585657;12.0;3.5617529880478087;4.0;6.0;130.92145654980484
251.0;3498.0;900.0;1.0;1.0;13.936254980079681;13.936254980079681;27.872509960159363;10.107155378486055;12.0;3.8725099601593627;4.0;7.0;130.92145654980484
251.0;3922.0;900.0;1.0;2.0;15.625498007968128;15.625498007968128;31.250996015936256;9.52803187250996;12.0;3.5816733067729087;4.0;6.0;130.92145654980484
251.0;3844.0;900.0;1.0;3.0;15.314741035856574;15.314741035856574;30.62948207171315;9.531410358565736;11.0;3.5896414342629486;4.0;6.0;130.92145654980484
251.0;3704.0;900.0;1.0;4.0;14.756972111553784;14.756972111553784;29.51394422310757;9.291729083665338;12.0;3.48207171314741;4.0;6.0;130.92145654980484
251.0;3514.0;900.0;1.0;5.0;14.0;14.0;28.0;9.89985657370518;13.0;3.7091633466135456;4.0;7.0;130.92145654980484
251.0;3556.0;900.0;1.0;6.0;14.167330677290837;14.167330677290837;28.334661354581673;9.790342629482073;11.0;3.717131474103586;4.0;6.0;130.92145654980484
251.0;3506.0;900.0;1.0;7.0;13.96812749003984;13.96812749003984;27.93625498007968;10.010964143426294;12.0;3.832669322709163;4.0;6.0;130.92145654980484
251.0;3550.0;900.0;1.0;8.0;14.143426294820717;14.143426294820717;28.286852589641434;9.57609561752988;11.0;3.5776892430278884;4.0;6.0;130.92145654980484
251.0;3736.0;900.0;1.0;9.0;14.884462151394422;14.884462151394422;29.768924302788843;9.406788844621515;12.0;3.49800796812749;4.0;6.0;130.92145654980484
251.0;3578.0;900.0;1.0;10.0;14.254980079681275;14.254980079681275;28.50996015936255;9.691474103585657;12.0;3.5617529880478087;4.0;6.0;130.92145654980484
251.0;3498.0;900.0;1.0;1.0;13.936254980079681;13.936254980079681;27.872509960159363;10.107155378486055;12.0;3.8725099601593627;4.0;7.0;130.92145654980484
251.0;3922.0;900.0;1.0;2.0;15.625498007968128;15.625498007968128;31.250996015936256;9.52803187250996;12.0;3.5816733067729087;4.0;6.0;130.92145654980484
251.0;3844.0;900.0;1.0;3.0;15.314741035856574;15.314741035856574;30.62948207171315;9.531410358565736;11.0;3.5896414342629486;4.0;6.0;130.92145654980484
251.0;3704.0;900.0;1.0;4.0;14.756972111553784;14.756972111553784;29.51394422310757;9.291729083665338;12.0;3.482071713147411;4.0;6.0;130.92145654980484
251.0;3514.0;900.0;1.0;5.0;14.0;14.0;28.0;9.89985657370518;13.0;3.709163346613546;4.0;7.0;130.92145654980484
251.0;3556.0;900.0;1.0;6.0;14.167330677290837;14.167330677290837;28.334661354581673;9.790342629482073;11.0;3.717131474103586;4.0;6.0;130.92145654980484
251.0;3506.0;900.0;1.0;7.0;13.96812749003984;13.96812749003984;27.93625498007968;10.010964143426294;12.0;3.8326693227091635;4.0;6.0;130.92145654980484
251.0;3550.0;900.0;1.0;8.0;14.143426294820717;14.143426294820717;28.286852589641434;9.57609561752988;11.0;3.577689243027888;4.0;6.0;130.92145654980484
251.0;3736.0;900.0;1.0;9.0;14.884462151394422;14.884462151394422;29.768924302788843;9.406788844621515;12.0;3.49800796812749;4.0;6.0;130.92145654980484
251.0;3578.0;900.0;1.0;10.0;14.254980079681275;14.254980079681275;28.50996015936255;9.691474103585657;12.0;3.5617529880478087;4.0;6.0;130.92145654980484
251.0;3498.0;900.0;1.0;1.0;13.936254980079681;13.936254980079681;27.872509960159363;10.107155378486055;12.0;3.8725099601593627;4.0;7.0;130.92145654980484
251.0;3922.0;900.0;1.0;2.0;15.625498007968128;15.625498007968128;31.250996015936256;9.52803187250996;12.0;3.5816733067729087;4.0;6.0;130.92145654980484
251.0;3844.0;900.0;1.0;3.0;15.314741035856574;15.314741035856574;30.62948207171315;9.531410358565736;11.0;3.5896414342629486;4.0;6.0;130.92145654980484
251.0;3704.0;900.0;1.0;4.0;14.756972111553784;14.756972111553784;29.51394422310757;9.291729083665338;12.0;3.482071713147411;4.0;6.0;130.92145654980484
251.0;3514.0;900.0;1.0;5.0;14.0;14.0;28.0;9.89985657370518;13.0;3.709163346613546;4.0;7.0;130.92145654980484
251.0;3556.0;900.0;1.0;6.0;14.167330677290837;14.167330677290837;28.334661354581673;9.790342629482073;11.0;3.717131474103586;4.0;6.0;130.92145654980484
251.0;3506.0;900.0;1.0;7.0;13.96812749003984;13.96812749003984;27.93625498007968;10.010964143426294;12.0;3.8326693227091635;4.0;6.0;130.92145654980484
251.0;3550.0;900.0;1.0;8.0;14.143426294820717;14.143426294820717;28.286852589641434;9.57609561752988;11.0;3.577689243027888;4.0;6.0;130.92145654980484
251.0;3736.0;900.0;1.0;9.0;14.884462151394422;14.884462151394422;29.768924302788843;9.406788844621515;12.0;3.49800796812749;4.0;6.0;130.92145654980484
251.0;3578.0;900.0;1.0;10.0;14.254980079681275;14.254980079681275;28.50996015936255;9.691474103585657;12.0;3.5617529880478087;4.0;6.0;130.92145654980484
251.0;7678.0;600.0;1.0;1.0;30.589641434262948;30.589641434262948;61.179282868525895;6.3551235059760955;7.0;2.4462151394422316;3.0;4.0;130.92145654980484
251.0;7430.0;600.0;1.0;2.0;29.60159362549801;29.60159362549801;59.20318725099602;6.280988047808765;7.0;2.434262948207171;3.0;4.0;130.92145654980484
251.0;7568.0;600.0;1.0;3.0;30.15139442231076;30.15139442231076;60.30278884462152;6.251155378486056;8.0;2.318725099601594;2.0;4.0;130.92145654980484
251.0;7590.0;600.0;1.0;4.0;30.239043824701195;30.239043824701195;60.47808764940239;6.2176892430278885;7.0;2.350597609561753;2.0;4.0;130.92145654980484
251.0;7568.0;600.0;1.0;5.0;30.15139442231076;30.15139442231076;60.30278884462152;6.187537848605578;7.0;2.378486055776892;2.0;4.0;130.92145654980484
251.0;7598.0;600.0;1.0;6.0;30.270916334661354;30.270916334661354;60.54183266932271;6.176382470119522;7.0;2.3386454183266934;2.0;4.0;130.92145654980484
