uniqueId;worldSize;moteCount;moteCountEmpty;linkCountInitial;densityInitial;densityInitialBucket;tcOperationMode;movementSpeed;('totalSimulationDurationSeconds',);totalTcaDurationSeconds;totalCehDurationSeconds;totalTccDurationSeconds;totalTcaLsm;totalCehLsm;totalAllLsm
230;300;250;0;25232;100.928;100;B;1.4;1342.8;109.44;353.866;463.306;1703298;262456;1965754
231;300;250;0;25830;103.32;100;I;1.4;8326.8;26.794999999999998;7365.081999999999;7391.8769999999995;340994;342982;683976
232;300;250;0;23166;92.664;90;I;1.4;6178.8;19.507;5304.481999999999;5323.988999999999;254066;256887;510953
233;300;250;0;25096;100.384;100;I;1.4;9118.2;30.628;8116.879000000002;8147.507000000001;376454;378468;754922
234;300;250;0;24844;99.376;90;I;1.4;10974.0;38.45599999999999;9919.896999999995;9958.352999999996;471742;471800;943542
235;300;250;0;25208;100.832;100;I;1.4;11211.6;39.217000000000006;10126.163000000002;10165.380000000003;468342;468394;936736
236;300;250;0;25008;100.032;100;I;1.4;10819.199999999999;37.44699999999999;9744.239;9781.686;486360;486414;972774
237;300;250;0;25350;101.4;100;I;1.4;11763.6;38.86999999999999;10596.187000000002;10635.057000000003;466666;466714;933380
238;300;250;0;25360;101.44;100;I;1.4;13008.0;39.699999999999974;11911.557999999997;11951.257999999998;437710;438254;875964
239;300;250;0;26032;104.128;100;I;1.4;6876.6;21.953;5881.974000000001;5903.9270000000015;284328;286012;570340
240;300;250;0;25232;100.928;100;I;1.4;7817.4;27.048;6860.912000000001;6887.960000000001;347394;349627;697021
